ID_scenario,CreatedBy,Department,Created,LastEdit,isActive,isAiUsed,isAiAgentUsed
1889,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1890,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1891,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1892,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1893,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1894,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1895,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1896,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1897,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1898,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1899,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1900,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1901,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1902,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1903,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1904,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1905,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1906,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1907,EMPLOYEE_111,Engineering,23/5/2024,24/5/2024,0,0,0
1908,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1909,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1910,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1911,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1912,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1913,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1914,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1915,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1916,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1917,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1918,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1919,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1920,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1921,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1922,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1923,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1924,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1925,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1926,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1927,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1928,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1929,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1930,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1931,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1932,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1933,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1934,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1935,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1936,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1937,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1938,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1939,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1940,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1941,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1942,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1943,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1944,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1945,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1946,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1947,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1948,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1949,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1950,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1951,EMPLOYEE_111,Engineering,29/8/2024,29/8/2024,0,0,0
1952,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1953,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1954,EMPLOYEE_111,Engineering,23/9/2024,23/9/2024,0,0,0
1955,EMPLOYEE_111,Engineering,25/6/2025,25/6/2025,0,0,0
1956,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1957,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1958,EMPLOYEE_111,Engineering,29/8/2024,29/8/2024,0,0,0
1959,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1960,EMPLOYEE_111,Engineering,9/12/2025,9/12/2025,0,0,0
1961,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1962,EMPLOYEE_111,Engineering,20/5/2024,22/5/2024,0,0,0
1963,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1964,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1965,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1966,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1967,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1968,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1969,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1970,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1971,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1972,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1973,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1974,EMPLOYEE_111,Engineering,9/12/2025,9/12/2025,0,1,0
1975,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1976,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1977,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1978,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1979,EMPLOYEE_111,Engineering,6/6/2025,6/6/2025,0,0,0
1980,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1981,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1982,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1983,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1984,EMPLOYEE_111,Engineering,9/12/2025,9/12/2025,0,0,0
1985,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1986,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1987,EMPLOYEE_111,Engineering,21/5/2024,22/5/2024,0,0,0
1988,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
1989,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1990,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1991,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1992,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1993,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1994,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
1995,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1996,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
1997,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1998,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
1999,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2000,EMPLOYEE_111,Engineering,20/5/2024,22/5/2024,0,0,0
2001,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2002,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2003,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2004,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2005,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2006,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2007,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2008,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2009,EMPLOYEE_111,Engineering,9/12/2025,9/12/2025,0,0,0
2010,EMPLOYEE_111,Engineering,25/6/2025,25/6/2025,0,0,0
2011,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2012,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2013,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,1,0
2014,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,1,0
2015,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2016,EMPLOYEE_111,Engineering,4/12/2025,4/12/2025,0,1,0
2017,EMPLOYEE_111,Engineering,4/12/2025,4/12/2025,0,1,0
2018,EMPLOYEE_111,Engineering,25/6/2025,25/6/2025,0,1,0
2019,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,1,0
2020,EMPLOYEE_111,Engineering,20/2/2025,20/2/2025,0,0,0
2021,EMPLOYEE_111,Engineering,20/2/2025,20/2/2025,0,0,0
2022,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,1,0
2023,EMPLOYEE_111,Engineering,20/2/2025,20/2/2025,0,0,0
2024,EMPLOYEE_111,Engineering,20/2/2025,20/2/2025,0,0,0
2025,EMPLOYEE_111,Engineering,20/2/2025,20/2/2025,0,0,0
2026,EMPLOYEE_111,Engineering,20/2/2025,20/2/2025,0,0,0
2027,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2028,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2029,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2030,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2031,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2032,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2033,EMPLOYEE_111,Engineering,4/12/2025,4/12/2025,0,0,0
2034,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2035,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2036,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2037,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2038,EMPLOYEE_111,Engineering,21/5/2024,22/5/2024,0,0,0
2039,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2040,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2041,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2042,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2043,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2044,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2045,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2046,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2047,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2048,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2049,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2050,EMPLOYEE_111,Engineering,29/8/2024,29/8/2024,0,0,0
2051,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2052,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2053,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2054,EMPLOYEE_111,Engineering,21/5/2024,23/5/2024,0,0,0
2055,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2056,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2057,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2058,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2059,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2060,EMPLOYEE_111,Engineering,23/5/2024,24/5/2024,0,0,0
2061,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2062,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2063,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2064,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2065,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2066,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2067,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2068,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2069,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2070,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2071,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2072,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2073,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2074,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2075,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2076,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2077,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2078,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2079,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2080,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2081,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2082,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2083,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2084,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2085,EMPLOYEE_111,Engineering,10/12/2025,10/12/2025,0,1,0
2086,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2087,EMPLOYEE_111,Engineering,25/6/2025,25/6/2025,0,0,0
2088,EMPLOYEE_111,Engineering,10/12/2025,10/12/2025,0,1,0
2089,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2090,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2091,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2092,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2093,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2094,EMPLOYEE_111,Engineering,21/5/2024,21/5/2024,0,0,0
2095,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2096,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2097,EMPLOYEE_111,Engineering,20/5/2024,20/5/2024,0,0,0
2098,EMPLOYEE_111,Engineering,23/5/2024,23/5/2024,0,0,0
2099,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2100,EMPLOYEE_111,Engineering,29/8/2024,29/8/2024,0,0,0
2101,EMPLOYEE_111,Engineering,29/8/2024,29/8/2024,0,0,0
2102,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2103,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2104,EMPLOYEE_111,Engineering,29/5/2024,29/5/2024,0,0,0
2105,EMPLOYEE_111,Engineering,21/5/2024,23/5/2024,0,0,0
2106,EMPLOYEE_111,Engineering,31/5/2024,31/5/2024,0,0,0
2107,EMPLOYEE_111,Engineering,9/12/2025,9/12/2025,1,1,0
2108,EMPLOYEE_111,Engineering,3/12/2025,3/12/2025,0,0,0
2109,EMPLOYEE_111,Engineering,3/12/2025,3/12/2025,0,0,0
2110,EMPLOYEE_111,Engineering,3/12/2025,3/12/2025,0,0,0
2111,EMPLOYEE_111,Engineering,7/11/2025,7/11/2025,0,0,0
2112,EMPLOYEE_111,Engineering,15/8/2025,15/8/2025,0,0,0
2113,EMPLOYEE_111,Engineering,15/8/2025,15/8/2025,0,0,0
2114,EMPLOYEE_111,Engineering,6/6/2025,6/6/2025,0,0,0
2115,EMPLOYEE_111,Engineering,1/9/2025,1/9/2025,0,1,0
2116,EMPLOYEE_111,Engineering,28/7/2025,28/7/2025,0,1,0
2117,EMPLOYEE_111,Engineering,10/11/2025,10/11/2025,0,0,0
2118,EMPLOYEE_111,Engineering,4/7/2025,4/7/2025,0,0,0
2119,EMPLOYEE_111,Engineering,26/8/2024,26/8/2024,0,1,0
2120,EMPLOYEE_111,Engineering,4/7/2025,4/7/2025,0,0,0
2121,EMPLOYEE_111,Engineering,30/1/2026,30/1/2026,1,0,1
2122,EMPLOYEE_111,Engineering,14/8/2025,14/8/2025,0,0,0
2123,EMPLOYEE_111,Engineering,6/6/2025,6/6/2025,0,0,0
2124,EMPLOYEE_111,Engineering,29/5/2025,29/5/2025,0,0,1
2125,EMPLOYEE_112,Engineering,20/1/2026,24/1/2026,1,1,0
2126,EMPLOYEE_113,Engineering,23/1/2026,23/1/2026,1,1,0
2127,EMPLOYEE_114,Engineering,11/1/2026,31/1/2026,0,0,1
2128,EMPLOYEE_114,Engineering,8/10/2025,20/11/2025,1,1,0
2129,EMPLOYEE_114,Engineering,5/11/2025,5/11/2025,0,0,0
2130,EMPLOYEE_114,Engineering,29/1/2026,3/2/2026,1,1,0
2131,EMPLOYEE_114,Engineering,12/2/2026,12/2/2026,0,0,1
2132,EMPLOYEE_114,Engineering,19/2/2026,19/2/2026,0,0,0
2133,EMPLOYEE_114,Engineering,5/11/2025,5/11/2025,0,0,0
2134,EMPLOYEE_114,Engineering,15/1/2026,15/1/2026,0,0,0
2135,EMPLOYEE_115,Engineering,8/10/2025,8/10/2025,1,0,1
2136,EMPLOYEE_116,Engineering,27/1/2026,27/1/2026,1,1,0
2137,EMPLOYEE_117,Engineering,8/12/2025,8/12/2025,0,0,0
2138,EMPLOYEE_117,Engineering,16/12/2025,16/12/2025,0,1,1
2139,EMPLOYEE_117,Engineering,9/2/2026,9/2/2026,0,0,0
2140,EMPLOYEE_118,Engineering,8/9/2025,8/9/2025,0,0,0
2141,EMPLOYEE_118,Engineering,24/11/2025,24/11/2025,1,0,1
2142,EMPLOYEE_118,Engineering,20/11/2025,24/11/2025,1,0,0
2143,EMPLOYEE_118,Engineering,17/11/2025,24/11/2025,1,0,0
2144,EMPLOYEE_118,Engineering,21/11/2025,21/11/2025,0,0,0
2145,EMPLOYEE_119,Engineering,20/1/2026,29/1/2026,1,1,0
2146,EMPLOYEE_120,Engineering,13/10/2025,14/10/2025,0,0,0
2147,EMPLOYEE_120,Engineering,20/10/2025,3/3/2026,1,0,1
2148,EMPLOYEE_120,Engineering,5/3/2025,5/3/2025,0,0,0
2149,EMPLOYEE_120,Engineering,27/2/2025,3/3/2025,0,0,0
2150,EMPLOYEE_120,Engineering,27/2/2025,27/2/2025,0,0,0
2151,EMPLOYEE_120,Engineering,27/6/2025,27/6/2025,0,1,0
2152,EMPLOYEE_120,Engineering,3/4/2025,4/4/2025,0,0,0
2153,EMPLOYEE_120,Engineering,27/2/2025,27/2/2025,0,0,0
2154,EMPLOYEE_120,Engineering,24/4/2025,24/4/2025,0,0,0
2155,EMPLOYEE_120,Engineering,24/7/2025,11/8/2025,0,0,0
2156,EMPLOYEE_120,Engineering,24/3/2025,18/6/2025,0,0,0
2157,EMPLOYEE_120,Engineering,19/5/2024,27/2/2025,0,0,0
2158,EMPLOYEE_120,Engineering,31/7/2025,31/7/2025,0,0,0
2159,EMPLOYEE_120,Engineering,30/4/2025,5/10/2025,0,0,0
2160,EMPLOYEE_120,Engineering,5/10/2025,5/10/2025,0,0,0
2161,EMPLOYEE_120,Engineering,27/2/2025,27/2/2025,0,0,0
2162,EMPLOYEE_120,Engineering,22/9/2025,5/10/2025,0,1,0
2163,EMPLOYEE_120,Engineering,28/2/2025,28/2/2025,0,0,0
2164,EMPLOYEE_120,Engineering,24/3/2024,24/3/2025,0,0,0
2165,EMPLOYEE_120,Engineering,22/5/2025,22/5/2025,0,0,0
2166,EMPLOYEE_120,Engineering,3/4/2025,3/4/2025,0,0,0
2167,EMPLOYEE_120,Engineering,23/2/2025,23/2/2025,0,0,0
2168,EMPLOYEE_120,Engineering,11/10/2024,11/10/2024,0,0,0
2169,EMPLOYEE_120,Engineering,10/5/2024,18/6/2025,1,0,0
2170,EMPLOYEE_120,Engineering,4/4/2025,6/6/2025,0,0,0
2171,EMPLOYEE_120,Engineering,31/7/2025,31/7/2025,1,0,0
2172,EMPLOYEE_120,Engineering,28/11/2025,12/12/2025,1,0,0
2173,EMPLOYEE_120,Engineering,25/12/2024,1/1/2025,1,0,0
2174,EMPLOYEE_120,Engineering,1/4/2025,9/12/2025,1,0,0
2175,EMPLOYEE_120,Engineering,7/4/2025,16/5/2025,1,0,0
2176,EMPLOYEE_120,Engineering,3/4/2025,22/9/2025,1,0,0
2177,EMPLOYEE_120,Engineering,2/5/2025,13/2/2026,1,0,0
2178,EMPLOYEE_120,Engineering,29/4/2025,13/2/2026,1,0,0
2179,EMPLOYEE_120,Engineering,5/3/2025,18/11/2025,1,0,0
2180,EMPLOYEE_120,Engineering,2/5/2025,13/2/2026,1,0,0
2181,EMPLOYEE_120,Engineering,6/3/2026,6/3/2026,1,0,1
2182,EMPLOYEE_120,Engineering,1/8/2025,1/8/2025,1,0,0
2183,EMPLOYEE_121,Engineering,6/11/2025,6/11/2025,0,0,0
2184,EMPLOYEE_121,Engineering,8/1/2026,8/1/2026,0,0,0
2185,EMPLOYEE_121,Engineering,7/1/2026,4/3/2026,0,0,0
2186,EMPLOYEE_121,Engineering,23/10/2025,15/12/2025,0,0,1
2187,EMPLOYEE_121,Engineering,4/3/2026,4/3/2026,1,0,0
2188,EMPLOYEE_122,Engineering,26/1/2026,3/3/2026,1,0,1
2189,EMPLOYEE_122,Engineering,3/3/2026,3/3/2026,0,0,1
2190,EMPLOYEE_122,Engineering,3/3/2026,3/3/2026,1,1,0
2191,EMPLOYEE_122,Engineering,3/3/2026,3/3/2026,0,1,0
2192,EMPLOYEE_122,Engineering,3/3/2026,3/3/2026,0,0,0
2193,EMPLOYEE_122,Engineering,3/3/2026,3/3/2026,1,1,0
2194,EMPLOYEE_122,Engineering,9/1/2026,9/1/2026,0,0,0
2195,EMPLOYEE_123,Engineering,8/1/2026,9/1/2026,1,0,1
2196,EMPLOYEE_123,Engineering,26/11/2025,5/3/2026,1,0,0
2197,EMPLOYEE_123,Engineering,12/9/2025,9/1/2026,1,0,1
2198,EMPLOYEE_123,Engineering,21/10/2025,26/11/2025,0,0,0
2199,EMPLOYEE_124,Engineering,3/11/2025,10/11/2025,1,1,0
2200,EMPLOYEE_125,Engineering,31/1/2026,31/1/2026,0,1,0
2201,EMPLOYEE_125,Engineering,30/1/2026,30/1/2026,0,0,0
2202,EMPLOYEE_126,Engineering,12/1/2025,10/2/2026,1,1,1
2203,EMPLOYEE_126,Engineering,9/12/2025,9/12/2025,0,1,0
2204,EMPLOYEE_126,Engineering,1/12/2025,20/2/2026,1,0,1
2205,EMPLOYEE_126,Engineering,1/12/2025,24/2/2026,1,1,1
2206,EMPLOYEE_127,Engineering,11/11/2025,11/11/2025,1,1,0
2207,EMPLOYEE_127,Engineering,10/10/2025,10/10/2025,0,0,0
2208,EMPLOYEE_127,Engineering,20/10/2025,20/10/2025,0,0,0
2209,EMPLOYEE_127,Engineering,13/11/2025,13/11/2025,0,0,0
2210,EMPLOYEE_127,Engineering,19/11/2025,19/11/2025,0,0,0
2211,EMPLOYEE_127,Engineering,14/11/2025,14/11/2025,0,0,0
2212,EMPLOYEE_127,Engineering,14/1/2026,14/1/2026,0,0,0
2213,EMPLOYEE_127,Engineering,13/1/2026,13/1/2026,0,0,0
2214,EMPLOYEE_127,Engineering,4/9/2025,4/9/2025,0,0,0
2215,EMPLOYEE_127,Engineering,8/10/2025,8/10/2025,0,0,0
2216,EMPLOYEE_127,Engineering,26/2/2026,26/2/2026,0,0,0
2217,EMPLOYEE_127,Engineering,1/9/2025,1/9/2025,0,0,0
2218,EMPLOYEE_127,Engineering,1/9/2025,1/9/2025,0,0,0
2219,EMPLOYEE_127,Engineering,26/2/2026,26/2/2026,0,0,0
2220,EMPLOYEE_127,Engineering,4/9/2025,4/9/2025,0,0,0
2221,EMPLOYEE_127,Engineering,25/11/2025,25/11/2025,0,0,0
2222,EMPLOYEE_127,Engineering,5/9/2025,5/9/2025,0,0,0
2223,EMPLOYEE_127,Engineering,2/9/2025,2/9/2025,0,0,0
2224,EMPLOYEE_127,Engineering,6/2/2026,6/2/2026,0,0,0
2225,EMPLOYEE_127,Engineering,6/2/2026,10/2/2026,0,0,0
2226,EMPLOYEE_127,Engineering,20/2/2026,20/2/2026,1,0,0
2227,EMPLOYEE_127,Engineering,6/3/2026,6/3/2026,0,0,0
2228,EMPLOYEE_127,Engineering,29/1/2026,29/1/2026,0,0,0
2229,EMPLOYEE_127,Engineering,12/2/2026,12/2/2026,0,0,0
2230,EMPLOYEE_127,Engineering,3/3/2026,3/3/2026,0,0,0
2231,EMPLOYEE_127,Engineering,27/1/2026,27/1/2026,0,0,0
2232,EMPLOYEE_127,Engineering,8/1/2026,8/1/2026,0,0,0
2233,EMPLOYEE_127,Engineering,26/1/2026,26/1/2026,0,0,0
2234,EMPLOYEE_127,Engineering,3/3/2026,3/3/2026,0,0,0
2235,EMPLOYEE_128,Engineering,5/12/2025,5/12/2025,0,0,0
2236,EMPLOYEE_128,Engineering,5/12/2025,5/12/2025,0,0,0
2237,EMPLOYEE_128,Engineering,5/12/2025,5/12/2025,0,0,0
2238,EMPLOYEE_128,Engineering,5/12/2025,21/2/2026,1,0,1
2239,EMPLOYEE_129,Engineering,29/1/2026,29/1/2026,1,1,0
2240,EMPLOYEE_129,Engineering,3/2/2026,3/2/2026,0,0,0
2241,EMPLOYEE_130,Engineering,15/12/2025,15/12/2025,1,0,1
2242,EMPLOYEE_131,Engineering,29/12/2025,29/12/2025,0,0,0
2243,EMPLOYEE_131,Engineering,29/12/2025,8/1/2026,0,1,1
2244,EMPLOYEE_131,Engineering,29/12/2025,29/12/2025,1,0,1
2245,EMPLOYEE_131,Engineering,29/12/2025,5/1/2026,1,0,1
